[2023-05-08T12:55:47,605] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:10:25,084] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:10:25,088] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:10:25,088] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:10:27,692] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T14:10:27,693] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T14:10:27,695] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:41:46,159] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T14:41:46,160] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T14:41:46,160] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:41:50,930] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:41:50,938] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:41:50,942] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:41:50,942] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:48:00,074] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:48:00,082] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:48:17,633] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:48:17,634] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:48:17,643] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T14:48:17,644] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T14:48:17,647] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:48:19,881] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:48:19,889] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:48:30,863] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:48:31,518] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:48:33,208] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:48:33,210] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:48:33,213] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:48:33,213] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T14:48:33,214] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T14:48:33,214] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:48:40,067] [ERROR] [main] com.pickle.utility.MyLogger: Failed to delete the output file
[2023-05-08T14:48:42,799] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T14:48:42,799] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T14:48:42,799] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:14:44,087] [ERROR] [main] com.pickle.utility.MyLogger: Failed to delete the output file
[2023-05-08T15:14:48,923] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:14:48,932] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:14:52,483] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:14:54,160] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:14:54,750] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:15:11,179] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:15:11,180] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:15:11,182] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:15:11,183] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:15:11,183] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:15:11,184] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:15:11,184] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:15:11,185] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:15:11,185] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:15:40,464] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:15:40,471] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:15:41,663] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:15:41,862] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:15:42,245] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:16:02,668] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:16:03,019] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:16:03,258] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:16:55,670] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:16:55,676] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:16:57,452] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:16:57,945] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:16:58,464] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:17:01,313] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:17:01,627] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:17:01,980] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:18:27,730] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:18:27,737] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:18:29,711] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:18:29,907] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:18:30,094] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:18:43,064] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:18:43,064] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:18:43,067] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:18:43,068] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:18:43,069] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:18:43,069] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:18:43,070] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:18:43,070] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:18:43,071] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:18:44,973] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:18:44,981] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:18:45,796] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:18:45,986] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:18:46,346] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:18:59,969] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:19:01,132] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:19:01,601] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:19:16,422] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:19:16,802] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:19:29,930] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:19:57,808] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:19:57,809] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:19:57,809] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:20:00,609] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:20:00,615] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:20:01,371] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:20:01,549] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:20:01,724] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:20:02,867] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:20:03,057] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:20:03,276] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:20:08,532] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:20:08,857] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:20:09,123] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:20:44,835] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:20:45,952] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: yaml
[2023-05-08T15:20:46,330] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:21:12,193] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:21:12,200] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:21:20,102] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:21:20,305] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:21:20,509] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:21:24,164] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:21:24,433] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:21:24,751] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:21:28,380] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:21:28,793] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:21:29,202] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:21:36,604] [ERROR] [main] com.pickle.utility.MyLogger: Failed to delete the output file
[2023-05-08T15:21:40,718] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:21:40,983] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T15:21:41,219] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:23:21,734] [ERROR] [main] com.pickle.utility.MyLogger: Failed to delete the output file
[2023-05-08T15:23:26,480] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:23:26,489] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:23:27,332] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:23:27,534] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:23:27,861] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:23:30,172] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:23:30,359] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:23:30,563] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:23:33,426] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:23:33,603] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:23:33,782] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:23:47,953] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:23:47,953] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T15:23:47,954] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:23:51,556] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:23:51,562] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:23:51,566] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:23:51,566] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:23:51,567] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:23:51,568] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:23:51,568] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:23:51,570] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:23:51,571] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:23:51,571] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:23:51,571] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:23:51,577] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:23:51,577] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T15:23:51,577] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:23:53,727] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:23:53,736] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:24:09,996] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:24:09,997] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:24:09,997] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:24:10,002] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:24:10,003] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:24:10,006] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:24:10,007] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:24:10,007] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:24:10,008] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:24:13,095] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:24:13,101] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:26:26,091] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:26:26,091] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:26:26,092] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:26:26,097] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:26:26,098] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:26:26,100] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:26:26,100] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:26:26,101] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:26:26,101] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:26:30,813] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:26:30,822] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:26:39,392] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:27:00,280] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:27:00,659] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:27:12,630] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:27:12,631] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:27:12,634] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:27:12,635] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:27:12,635] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:27:12,636] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:27:14,511] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:27:14,518] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:27:45,000] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:27:45,000] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:27:45,001] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:27:45,006] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:27:45,007] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:27:45,009] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:27:45,010] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:27:45,011] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:27:45,011] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:27:46,917] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:27:46,924] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:28:02,701] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:28:27,018] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:28:27,019] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:28:27,024] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:28:27,025] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:28:27,028] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:28:28,878] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:28:28,885] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:28:39,028] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:28:47,696] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:28:47,698] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:28:47,704] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:28:47,705] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:28:47,708] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:28:47,709] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:28:47,709] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:28:47,711] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:28:51,457] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:28:51,466] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:29:23,471] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:29:23,472] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:29:23,472] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T15:29:23,474] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T15:29:23,474] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T15:29:23,475] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T15:29:23,475] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T15:29:23,476] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T15:29:23,476] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:29:23,480] [ERROR] [main] com.pickle.utility.MyLogger: Failed to delete the output file
[2023-05-08T15:29:23,480] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T15:29:23,481] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T15:29:23,481] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T15:29:23,481] [ERROR] [main] com.pickle.utility.MyLogger: Failed to delete the output file
[2023-05-08T15:29:27,182] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T15:29:27,190] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T15:29:36,468] [INFO ] [main] com.pickle.utility.MyLogger: Successfully created the output directory structure
[2023-05-08T15:29:53,732] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
